Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Sexo;Edad;Grado de urbanización;Periodo;Total
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Mujeres;De 16 a 64 años;Total;2023;61.000
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Mujeres;De 16 a 64 años;Total;2022;60.523
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Mujeres;De 16 a 64 años;Total;2021;60.399
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Mujeres;De 16 a 64 años;Área densamente poblada;2025;0
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Mujeres;De 16 a 64 años;Área densamente poblada;2024;0
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Mujeres;De 16 a 64 años;Área densamente poblada;2023;0
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Mujeres;De 16 a 64 años;Área densamente poblada;2022;0
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Mujeres;De 16 a 64 años;Área densamente poblada;2021;0
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Mujeres;De 16 a 64 años;Área poblada nivel intermedio;2025;34.324
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Mujeres;De 16 a 64 años;Área poblada nivel intermedio;2024;34.306
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Mujeres;De 16 a 64 años;Área poblada nivel intermedio;2023;34.316
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Mujeres;De 16 a 64 años;Área poblada nivel intermedio;2022;34.273
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Mujeres;De 16 a 64 años;Área poblada nivel intermedio;2021;34.397
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Mujeres;De 16 a 64 años;Área poco poblada;2025;26.651
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Mujeres;De 16 a 64 años;Área poco poblada;2024;26.835
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Mujeres;De 16 a 64 años;Área poco poblada;2023;26.684
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Mujeres;De 16 a 64 años;Área poco poblada;2022;26.250
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Mujeres;De 16 a 64 años;Área poco poblada;2021;26.002
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Mujeres;65 y más años;Total;2025;25.481
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Mujeres;65 y más años;Total;2024;25.139
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Mujeres;65 y más años;Total;2023;24.963
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Mujeres;65 y más años;Total;2022;24.680
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Mujeres;65 y más años;Total;2021;24.637
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Mujeres;65 y más años;Área densamente poblada;2025;0
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Mujeres;65 y más años;Área densamente poblada;2024;0
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Mujeres;65 y más años;Área densamente poblada;2023;0
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Mujeres;65 y más años;Área densamente poblada;2022;0
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Mujeres;65 y más años;Área densamente poblada;2021;0
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Mujeres;65 y más años;Área poblada nivel intermedio;2025;11.606
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Mujeres;65 y más años;Área poblada nivel intermedio;2024;11.292
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Mujeres;65 y más años;Área poblada nivel intermedio;2023;11.022
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Mujeres;65 y más años;Área poblada nivel intermedio;2022;10.806
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Mujeres;65 y más años;Área poblada nivel intermedio;2021;10.649
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Mujeres;65 y más años;Área poco poblada;2025;13.875
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Mujeres;65 y más años;Área poco poblada;2024;13.847
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Mujeres;65 y más años;Área poco poblada;2023;13.941
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Mujeres;65 y más años;Área poco poblada;2022;13.874
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Mujeres;65 y más años;Área poco poblada;2021;13.988
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;Todas las edades;Total;2025;285.839
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;Todas las edades;Total;2024;280.225
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;Todas las edades;Total;2023;275.082
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;Todas las edades;Total;2022;268.412
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;Todas las edades;Total;2021;265.969
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;Todas las edades;Área densamente poblada;2025;92.798
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;Todas las edades;Área densamente poblada;2024;90.878
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;Todas las edades;Área densamente poblada;2023;88.886
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;Todas las edades;Área densamente poblada;2022;87.215
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;Todas las edades;Área densamente poblada;2021;86.946
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;Todas las edades;Área poblada nivel intermedio;2025;98.416
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;Todas las edades;Área poblada nivel intermedio;2024;96.527
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;Todas las edades;Área poblada nivel intermedio;2023;95.129
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;Todas las edades;Área poblada nivel intermedio;2022;93.544
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;Todas las edades;Área poblada nivel intermedio;2021;93.156
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;Todas las edades;Área poco poblada;2025;94.625
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;Todas las edades;Área poco poblada;2024;92.820
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;Todas las edades;Área poco poblada;2023;91.067
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;Todas las edades;Área poco poblada;2022;87.653
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;Todas las edades;Área poco poblada;2021;85.867
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;Menos de 16 años;Total;2025;44.391
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;Menos de 16 años;Total;2024;44.886
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;Menos de 16 años;Total;2023;45.170
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;Menos de 16 años;Total;2022;45.031
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;Menos de 16 años;Total;2021;45.513
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;Menos de 16 años;Área densamente poblada;2025;14.342
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;Menos de 16 años;Área densamente poblada;2024;14.419
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;Menos de 16 años;Área densamente poblada;2023;14.356
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;Menos de 16 años;Área densamente poblada;2022;14.128
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;Menos de 16 años;Área densamente poblada;2021;14.291
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;Menos de 16 años;Área poblada nivel intermedio;2025;17.084
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;Menos de 16 años;Área poblada nivel intermedio;2024;17.535
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;Menos de 16 años;Área poblada nivel intermedio;2023;17.894
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;Menos de 16 años;Área poblada nivel intermedio;2022;18.279
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;Menos de 16 años;Área poblada nivel intermedio;2021;18.725
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;Menos de 16 años;Área poco poblada;2025;12.965
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;Menos de 16 años;Área poco poblada;2024;12.932
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;Menos de 16 años;Área poco poblada;2023;12.920
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;Menos de 16 años;Área poco poblada;2022;12.624
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;Menos de 16 años;Área poco poblada;2021;12.497
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;De 16 a 64 años;Total;2025;192.922
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;De 16 a 64 años;Total;2024;188.386
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;De 16 a 64 años;Total;2023;184.563
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;De 16 a 64 años;Total;2022;179.442
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;De 16 a 64 años;Total;2021;177.630
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;De 16 a 64 años;Área densamente poblada;2025;60.971
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;De 16 a 64 años;Área densamente poblada;2024;59.576
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;De 16 a 64 años;Área densamente poblada;2023;58.261
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;De 16 a 64 años;Área densamente poblada;2022;57.238
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;De 16 a 64 años;Área densamente poblada;2021;57.187
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;De 16 a 64 años;Área poblada nivel intermedio;2025;69.554
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;De 16 a 64 años;Área poblada nivel intermedio;2024;67.778
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;De 16 a 64 años;Área poblada nivel intermedio;2023;66.629
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;De 16 a 64 años;Área poblada nivel intermedio;2022;65.117
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;De 16 a 64 años;Área poblada nivel intermedio;2021;64.670
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;De 16 a 64 años;Área poco poblada;2025;62.397
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;De 16 a 64 años;Área poco poblada;2024;61.032
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;De 16 a 64 años;Área poco poblada;2023;59.673
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;De 16 a 64 años;Área poco poblada;2022;57.087
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;De 16 a 64 años;Área poco poblada;2021;55.773
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;65 y más años;Total;2025;48.526
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;65 y más años;Total;2024;46.953
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;65 y más años;Total;2023;45.349
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;65 y más años;Total;2022;43.939
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;65 y más años;Total;2021;42.826
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;65 y más años;Área densamente poblada;2025;17.485
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;65 y más años;Área densamente poblada;2024;16.883
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;65 y más años;Área densamente poblada;2023;16.269
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;65 y más años;Área densamente poblada;2022;15.849
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;65 y más años;Área densamente poblada;2021;15.468
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;65 y más años;Área poblada nivel intermedio;2025;11.778
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;65 y más años;Área poblada nivel intermedio;2024;11.214
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;65 y más años;Área poblada nivel intermedio;2023;10.606
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;65 y más años;Área poblada nivel intermedio;2022;10.148
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;65 y más años;Área poblada nivel intermedio;2021;9.761
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;65 y más años;Área poco poblada;2025;19.263
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;65 y más años;Área poco poblada;2024;18.856
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;65 y más años;Área poco poblada;2023;18.474
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;65 y más años;Área poco poblada;2022;17.942
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Total;65 y más años;Área poco poblada;2021;17.597
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;Todas las edades;Total;2025;145.284
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;Todas las edades;Total;2024;142.037
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;Todas las edades;Total;2023;139.416
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;Todas las edades;Total;2022;136.128
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;Todas las edades;Total;2021;134.874
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;Todas las edades;Área densamente poblada;2025;44.862
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;Todas las edades;Área densamente poblada;2024;43.751
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;Todas las edades;Área densamente poblada;2023;42.719
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;Todas las edades;Área densamente poblada;2022;41.980
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;Todas las edades;Área densamente poblada;2021;41.822
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;Todas las edades;Área poblada nivel intermedio;2025;49.769
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;Todas las edades;Área poblada nivel intermedio;2024;48.762
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;Todas las edades;Área poblada nivel intermedio;2023;48.078
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;Todas las edades;Área poblada nivel intermedio;2022;47.327
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;Todas las edades;Área poblada nivel intermedio;2021;47.183
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;Todas las edades;Área poco poblada;2025;50.653
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;Todas las edades;Área poco poblada;2024;49.524
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;Todas las edades;Área poco poblada;2023;48.619
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;Todas las edades;Área poco poblada;2022;46.821
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;Todas las edades;Área poco poblada;2021;45.869
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;Menos de 16 años;Total;2025;22.718
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;Menos de 16 años;Total;2024;23.033
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;Menos de 16 años;Total;2023;23.163
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;Menos de 16 años;Total;2022;23.176
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;Menos de 16 años;Total;2021;23.402
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;Menos de 16 años;Área densamente poblada;2025;7.227
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;Menos de 16 años;Área densamente poblada;2024;7.280
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;Menos de 16 años;Área densamente poblada;2023;7.302
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;Menos de 16 años;Área densamente poblada;2022;7.235
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;Menos de 16 años;Área densamente poblada;2021;7.324
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;Menos de 16 años;Área poblada nivel intermedio;2025;8.794
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;Menos de 16 años;Área poblada nivel intermedio;2024;9.065
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;Menos de 16 años;Área poblada nivel intermedio;2023;9.207
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;Menos de 16 años;Área poblada nivel intermedio;2022;9.447
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;Menos de 16 años;Área poblada nivel intermedio;2021;9.658
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;Menos de 16 años;Área poco poblada;2025;6.697
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;Menos de 16 años;Área poco poblada;2024;6.688
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;Menos de 16 años;Área poco poblada;2023;6.654
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;Menos de 16 años;Área poco poblada;2022;6.494
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;Menos de 16 años;Área poco poblada;2021;6.420
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;De 16 a 64 años;Total;2025;99.967
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;De 16 a 64 años;Total;2024;97.154
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;De 16 a 64 años;Total;2023;95.190
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;De 16 a 64 años;Total;2022;92.700
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;De 16 a 64 años;Total;2021;91.723
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;De 16 a 64 años;Área densamente poblada;2025;30.208
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;De 16 a 64 años;Área densamente poblada;2024;29.292
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;De 16 a 64 años;Área densamente poblada;2023;28.522
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;De 16 a 64 años;Área densamente poblada;2022;28.070
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;De 16 a 64 años;Área densamente poblada;2021;27.936
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;De 16 a 64 años;Área poblada nivel intermedio;2025;35.548
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;De 16 a 64 años;Área poblada nivel intermedio;2024;34.502
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;De 16 a 64 años;Área poblada nivel intermedio;2023;33.969
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Hombres;De 16 a 64 años;Área poblada nivel intermedio;2022;33.168
